Item Name,NS ID,Comment 1,Comment 2,Comment 3,Comment 4,Comment 5,Comment 6,Comment 7,Comment 8,Comment 9,Comment 10,Comment 11,Comment 12,Comment 13,Comment 14,Comment 15,Comment 16,Comment 17,Comment 18,Comment 19,Comment 20
G27330 TGT,1938,*,GRADE: 25LB QUILON,*,COATING: AS IS,*,SIZE:    8-1/2 X 14" SHEETS,*,PACK:1000 SHEETS/CASE STACK ON 40X48" NO OVERHANG,USE CORNER BOARDS 60" MAX.HEIGHT INCLUDING SKID HGT,*,LABEL: USE CUSTOMER CORNER LABEL EACH BOX,USE PALLET LABELS ADJACENT SIDES-ADDRESS AND DISCRIP-,TION SEE SALES DEPT.,*,END USE: COOKIE BAKING SHEET,*,,,,,
G19255IMPERIALB,1582,*,GRADE:     35 LB SILICONE,*,COATING:   AS IS,*,SIZE:      10X10" SHEETS,*,PACK: 1000 SHEETS/CS USE 12X12 INNER 5 PER MASTER CA,*,LABEL:     ITEM SIZE QTY UPC 107878790038,*,END USE:   BAKERY SHEET,*,NOTE:      CUSTOMER ACCOMODATION,*          CUT FROM MISCUTS IF ANY ON FLOOR,,,,,,
G19152IMPERIALB,1510,*,ITEM:       SMITH STREET DELI,*,GRADE:    USE 40 LB 45" ROOSEVELT OFFSET,*,COATING:  WET WAX DELWRAP STYLE TO 55 LB FINISH,*,SIZE:     15" WIDTH ROLLS,*,PACK:   1 ROLL SHRINK WRAPPED PACK ON PALLETS,*,LABEL:  ITEM SIZE QTY UPC # 78787900389,*,PRINT: FLEXO BLACK CLY# 108 24",*,REWIND:  N-1 1000 FT PER ROLL 3" CORE,*,END USE: FOOD WRAP,,,
G10260 ACTION,1230,*,GRADE:   30# THILMANY MG BLEACHED KRAFT,*,COATING: WET WAX TO 38 LB FINISH USE OXY DRY,*,SIZE:    5.5 X 12" SHEETS,*,PACK:    2M SHEETS PER 1NNER 5 INNERS PER CARTON,*,LABEL:   ITEM SIZE QUANTITY PO#,*,END USE: LICENSE PLATE INTERLEAVER,*,NOTE:    REQUIRES SOME SLIP HAND FED PROCESS,*,,,,,,
G20535LEWISTOWN,1653,*,GRADE:   35 LB THILMANY MG,*,COATING:   AS IS,*,SIZE:   18 X 24"  SHEETS,*,PACK:   50 LBS PER CARTON BULK STACK ON PALLETS,*,LABEL: ITEM SIZE QTY LEWISTOWN PAPER (NORPAK NAME NOT,TP APPEAR),*,END USE: HOAGIE WRAP THEN IN POLY BAG,*,,,,,,,
G20812 LUCKY,1845,*,ITEM:       PRINTED CAFE TODAY DW SHEETS,*,GRADE:      35 LB BLEACHED KRAFT,*,COATING:    DRY WAX TO 42# SAME AS NUPARCH,*,SIZE:       12 X 15" SHEETS,*,PACK:      10 LBS PER INNER 5 PER OUTER CARTON/ON SKI,*,LABEL:     ITEM SIZE QTY,*,PRINT: FLEXO PMS152 ORANGE PMS175 BROWN CYL SIZE:17-3,CYLINDER NOS. 28 & 169,*,END USE:   SANDWICH WRAP,*,,,
G19256IMPERIALB,1583,*,GRADE:   25 LB QUILON,*,COATING:  AS IS,*,SIZE:     18" WIDTH,*,PACK:  1 ROLL SHRINK WRAPPED STACK ON PALLETS,*,LABEL: ITEM SIZE QTY UPC 78787900391,*,REWIND: 18" WIDTH 1000 FT. PER ROLL 3" CORE,*,END USE: DOUGH FREEZER SHEET,*,,,,,,
G11743 BORAX,1315,*,ITEM:     LIEBMAN'S PRINT,*,GRADE:    35 LB BLEACHED KRAFT,*,COATING:  DRY WAX TO 42LB NUPARCH  WAX HEAVILY,*,SIZE:     12 X 15" SHEETS,*,PACK:     PACK IN 12X15" PLAIN INNERS AND OUTERS,*,LABEL:    ITEM SIZEQTY.,*,PRINT:    FLEXO BURGANDY PMS 7641U CYL. SIZE 17-3/4",CYL # 153,*,END USE:  FOOD WRAP,*,,,
G10376 ALPINE,1242,*,GRADE:   QUILON,*,COATING: AS IS,*,SIZE:   8-1/2 X 5-7/16" SHEETS,*,PACK:   1000 SHEETS PER PG MULTIPACK IN CARTON,*,LABEL:  ITEM SIZE QTY,*,END USE: COOKIE SHEET BOX LINER,*,,,,,,,,
G10377 ALPINE,1243,*,GRADE:     35 LB BLEACHED KRAFT  STOCK NUPARCH APPROV,*,COATING:   DRY WAX TO 42 LB SAME AS NUPARCH,*,SIZE:      5 X 10" SHEETS,*,PACK:      1000 SHEETS PER PKG. MULTI PACK IN CARTON,*,LABEL;     ITEM SIZE QUANTITY,*,END USE:   RAVIOLI INTERLEAVER,*,,,,,,,,
G29480 PJ,1969,*,GRADE: 35 LB BLEACHED KRAFT,*,COATING: WET WAX TO 50 LB DELWRAP STYLE,*,SIZE:   12.5 X 16.5" SHEETS,*,PACK:   50 LBS. BULK PER CASE STACK ON PALLETS,*,LABEL:  ITEM SIZE QUANTITY,*,END USE:  FOOD TRAY LINER,*,,,,,,,,
G29481 PJ,1970,*,ITEM:   "JOE LEONE'S" SHEETS,*,GRADE:   40 LB TRUE WHITE BUTCHER,*,COATING: AS IS,*,SIZE:    18 X 18" SHEETS,*,PACK:    40 LBS PER CARTON,*,PRINT:FLEXO PRINT/MATCH SAMPLE GREEN ON SMOOTHEST SID,CYLINDER # 13 17-1/4" SIZE CYLINDER,*,END USE: FOOD WRAPPER,*,,,,,
G20536LEWISTOWN,1654,*,GRADE:     35/40LB POLY ONE SIDE,*,COATING:   AS IS,*,SIZE:      18 X 24" SHEETS,*,PACK:      40 LBS BULK PER CARTON,*,LABEL:     ITEM SIZE QUANTITY,*,END USE:   FOOD WRAP,,,,,,,,,
G26929 SUMMIT,1916,*,GRADE: 24 LB QUILON,*,COATING: AS IS,*,SIZE:    18 X 26" SHEETS,*,PACK:   1000 SHEETS PER CARTON DHA,*,LABEL:    ITEM SIZE QTY,*,END USE:  BAKERY PAN LINER,*,,,,,,,,
G12875 CV,1384,*,GRADE:    25 LB TWIN RIVERS MF ONLY (CANNOT BE BLOTCH,*,COATING: WET WAX TO 38 LB.,*,SIZE:    15-1/2 X 21-1/2" SHEETS,*,PACK:    50 LBS BULK IN CARTON,*,LABEL:   ITEM SIZE QTY,*,END USE:  CUSTOMER CUTTING DOWN TO VARIOUS SIZES FOR,CANDY BOX INTERLEAVERS/LINERS,*,NOTE:     NEED NICE UNIFORM PAPER APPEARANCE,*,,,,,
G12876 CV,1385,*,GRADE:   25 LB TWIN RIVERS BLEACHED MF ONLY,CANNOT BE BLOTCHY SHEET,*,COATING: WET WAX TO 38 LB FINISH,*,SIZE:    16-1/2 X 18-1/2" SHEETS,*,PACK:    50 LBS BULK IN CARTON,*,LABEL:  ITEM SIZE QTY,*,END USE: CUSTOMER WILL FURTHER CUT DOWN VARIOUS SIZES,FOR CANDY BOX LINER/SEPARATOR SHEETS,*,NOTE:    MUST BE NICE WELL FORMED SHEET,*,,,,
G19151IMPERIALB,1509,*,GRADE:  25 LB QUILON,*,COATING: AS IS,*,SIZE:     19 X 27" SHEETS,*,PACK:    1500 SHEETS BULK PER CASE,*,LABEL:  ITEM SIZE QTY UPC 78787900393,*,END USE:  BAKERY PAN LINER,*,,,,,,,,
G18010 HBURG,1498,*,ITEM:     COPACK JUMBO INTERFOLD,*,GRADE:    15 LB BLEACHED WET STRENGTH,*,COATING:  DRY WAX TO 17 LB FINISH,*,SIZE:     15 X 10-3/4" INTERFOLDED SHEETS,*,PACK:     PACK IN CUST. CTNS 33 CS PER PALLET,*,LABEL:    LOT NUMBER AND PALLET FLAGS ONLY,*,NOTE:     FOLLOW CUST. PALLET STACKING PATTERN,2 ROWS OF 4 SHORT WAY 1 ROW OF 3 LONG WAY,ALTERNATE TIERS FOLLOW CUSTOMER DESIGN,SEE ATTACHED,*,,,
G28350UNITEDPKG,1948,*,ITEM:     DIETZ & WATSON PRINTED SHEETS,*,GRADE:    30 LB THILMANY MG,*,COATING:  DRY WAX ON #6 WAXER 3 LB WAX SAMPLE APPROVE,*,SIZE:     18 X 24" SHEETS,*,PACK:100 SHEETS IN SHRINK WRAP PKG. 10 PKGS PER CARTO,*,LABEL:    ITEM SIZE QTY,*,PRINTING: FLEXO SLEEVES PMS185 RED 282 BLUE & 872 GO,PRINT 48" WIDTH,*,END USE:  FOOD WRAPPER,*,,,
G10302 ALL SIZE,1233,*,ITEM:      PRINTED MG "NEW BEAUTY",*,GRADE:     30 LB. TWIN RIVERS WET STRENGTH 48",*,COATING:   AS IS,*,SIZE:      12 X 18" SHEETS,*,PACK:      300O SHEETS BULK IN CARTONS ON PALLET,*,LABEL:     ITEM SIZE QUANTITY,*,PRINTING:  FLEXO PROCESS MAGENTA 21"CYL# 133,*,END USE:   DUNNAGE,*,,,,
G10805 ARROW,1262,*,GRADE:       35 LB BLEACHED KRAFT,*,COATING:     WET WAX TO 50 LB FINISH,*,SIZE:        13.5 X 25" SHEETS,*,PACK:        50 LB BULK CARTONS,*,LABEL:       ITEM SIZE QUANTITY,*,END USE:     BOX LINER,*,,,,,,,,
G28419 UP,1952,*,GRADE:    40/45 LB HOOD POLY COAT ONE SIDE,*,COATING:  AS IS,*,SIZE:     15 X 15" SHEETS,*,PACK:     50 LBS BULK IN CARTON,*,LABEL:    ITEM SIZE QUANTITY,*,END USE:  MEAT WRAP IN FREEZER 12 MO.,*,,,,,,,,
G28418 UP,1951,*,GRADE:   40/45 LB HOOD POLY COAT,*,COATING: AS IS,*,SIZE:    12 X 15" SHEETS,*,PACK:    50 LBS BULK PER CARTON,*,LABEL:   ITEM SIZE QTY,*,END USE: MEAT WRAP IN FREEZER 12 MO.,*,,,,,,,,
G19628 JP,1628,*,GRADE:   35 LB. BLEACHED KRAFT,*,COATING: WET WAX SAME AS DELWRAP,*,SIZE:    7-1/2 X 4-1/2" SHEETS,*,PACK:    50 LB BULK CARTONS,*,LABEL:   ITEM SIZE QTY,*,END USE: SEPARATOR SHEET MEAT PATTIES,*,,,,,,,,
G10873 ATLAS,1269,*,ITEM:   GEORGIO'S PRINTED SUBWRAP,*,GRADE:  35 LB CASE TABLET ECON SUB GRADE,*,COATING:  DRY WAX SAME AS SUBWRAP,*,SIZE:     15 X 20" SHEETS,*,PACK:     50 LBS BULK PER CASE ON PALLETS,*,LABEL: ITEM SIZE QTY CUSTOMER'S P/N 927464,*,PRINT:  FLEXO PMS 1797 MATCH DRAWDN SENT AND APPROVED,USE CYLINDER #22 SIZE  17-1/4",*,END USE:  SUBWRAP,*,,,
G12070 BUNZL NY,1347,*,ITEM:    LENNY'S,*,GRADE: 38LB TWIN RIVERS WET STRENGTH 45" (SAMPLE OK'D,*,COATING: AS IS,*,SIZE:    15" WIDTH,*,PACK:    1 ROLL SHRINK WRAPPED STACK ON PALLET,*,LABEL:   ITEM SIZE QTY. UPC NO.787879002273,*,PRINT:FLEXO PMS 281 BLUE 124 MUSTARD 16" CYL NO 171,*,REWIND:  N-2  1000 FT/RL 3" CORE,*,END USE: FOOD WRAP,*,NOTE:    IF WE CHANGE GRADE MUST SAMPLE AGAIN,
G12071 BUNZL NY,1348,*,ITEM:            LENNY'S PRINTED INTERFOLD,*,GRADE:   17 LB BLEACHED WET STRENGTH KRAFT,*,COATING: DRY WAX MF SIDE TO 20 LB. LIGHTNING STYLE,*,SIZE:    15 X 10-3/4" INTERFOLDED SHEETS,*,PACK:    USE LIGHTNING WRAP INNER AND OUTERS ON SKIDS,*,LABEL: ITEM UPC# 1078787900309 DATE OF MANUFACTURE CO,*,PRINTING: FLEXO PMS 281 BLUE 124 MUSTARD 100% VARNISH,OVERCOAT 16"CYL # 16 AND 17 PRINT ON MG SIDE,*,END USE: SANDWICH WRAP MUST TAPE WITH NO INK RUB OFF,*,,,
G10369 ALPINE,1235,*,GRADE: 25LB QUILON,*,COATING: AS IS,*,SIZE: 11 X 7-7/8" SHEETS,*,PACK: PACK BY 1000'S REPORT NO. OF SHEETS IN MASTER,*,LABEL: ITEM SIZE QTY,*,END USE: BOX LINERS FOOD CONTACT,*,,,,,,,,
G10368 ALPINE,1234,*,GRADE:     QUILON,*,COATING:   AS IS,*,SIZE:      10-1/8 X 5-7/8",*,PACK: BY 1000'S REPORT NO. OF SHEETS THEN IN MASTER,*,LABEL:  ITEM SIZE QTY,*,END USE:   BOX LINERS FOOD CONTACT,*,,,,,,,,
G22040 NARDONE,1766,*,GRADE:      25 LB QUILON,*,COATING:    AS IS,*,SIZE:       18-1/2" WIDTH ROLLS,*,PACK:1 RL/POLY BAG 4 RL PER TIER 2 HIGH NO OVERHANG,*,LABEL:      ITEM SIZE QTY,*,REWIND:     18-1/2" WIDTH 18" OD 3" CORE 12000 FT/RL,*,END USE:    PIZZA INTERLEAVER AND BAKING SHEET,*,,,,,,
G19631 JOSHEN,1631,*,GRADE: 35 LB BLEACHED KRAFT,*,COATING: WET WAX TO 50 LB FINISH DELWRAP STYLE,*,SIZE:    8 X 9-1/2" SHEETS,*,PACK:    50 LBS. BULK IN CARTON,*,LABEL:   ITEM SIZE QTY,*,END USE: FOOD SEPARATOR SHEET,*,,,,,,,,
G21826 MORPAK,1748,*,GRADE:  30 LB MG BLEACHED KRAFT,*,COATING: WET WAX,*,SIZE:   24 X 30" SHEETS,*,PACK:   50 LBS BULK BUNDLES STACK ON 40X48" PALLET,*,LABEL:  ITEM SIZE 770 SHEETS PER CASE,*,END USE:  CHOCOLATE DIPPING/DRYING PAPER,*,,,,,,,,
G21827 MORPAK,1749,*,GRADE: 25 LB MG BLEACHED KRAFT,*,COATING: WET WAX HEAVILY TO 36 LB.,*,SIZE:    24 X 30" SHEETS,*,PACK:   1000 SHEETS PER CARTON ON 40X48"4 WAY PALLET,*,LABEL:   P/N 606013 SIZE QTY ITEM,*,END USE: CHOCOLATE CANDY DIPPING DRYING PAPER MUST,RELEASE COVER FIBERS W/WAX,*,,,,,,,
G12055 BUNZL NJ,1344,*,ITEM:              HEAVY WET WAX,*,GRADE:           41 LB CASE TABLET,*,COATING:    WET WAX HEAVILY TO 58 LB FINISH,*,SIZE:            9-1/2 X 16" SHEETS,*,PACK:  2000 SHEETS PACKED BULK PER CARTON 48 CS/PALLE,*,LABEL:  P/N 49712055 ITEM SIZE QTY UPC 1078787900397,*,END USE:           CUTLET SEPARATOR,*,NOTE:     NEED CUSHIONING EFFECT WAX HEAVILY,*,,,,
G19258IMPERIALB,1584,*,ITEM:       ARTIE'S DELI PRINTED DRY WAX SHEETS,*,GRADE:      35 LB BOND BLEACHED KRAFT,*,COATING:    DRY WAX NUPARCH STYLE TO 42 LBS FINISH,*,SIZE:       12X15" SHEETS,*,PACK:       PLAIN INNERS AND OUTS 91215MN'S 5/CS,*,LABEL       ITEM SIZE QTY UPC 1078787900399,*,PRINT:      MATCH SAMPLE PMS 2735 PURPLE CLY# 118 23.,*,END USE:    SANDWICH WRAPPER,*,NOTE:       WAX HEAVILY PLEASE FOR ADDED HOLD OUT,*,,
G22051 NASTO,1769,*,GRADE:  30 LB BLEACHED MG,*,COATING: WET WAX TO 42 LB. FINISH MICA STYLE,*,SIZE:    2-1/4" WIDTH ROLLS,*,PACK:    MULTIPACK IN CARTONS WITH POLY BAG,*,LABEL:   ITEM SIZE QTY,*,REWIND:  2-1/4" WIDTH 11-3/4" OD 3" CORE,*,END USE: ICE CREAM SEPARATORS,*,,,,,,
G12073 BUNZL NY,1350,*,GRADE:    25 LB QUILON,*,COATING:  AS IS,*,SIZE:     27" WIDTH ROLLS,*,PACK:1 ROLL PER POLY BAG STACK ON PALLETS NO OVERHANG,*,LABEL:  ITEM SIZE QTY UPC 78787900402,*,REWIND: 27" WIDTH 40 LBS PER ROLL 3" CORE,*,END USE: BAKERY PAN LINER,*,,,,,,
G12072 BUNZL NY,1349,*,GRADE:    25 LB QUILON ROLLS,*,COATING:  AS IS,*,SIZE:     24-3/8" WIDTH ROLLS,*,PACK:POLYBAG 6 RLS/LAYER 2 HI NO OVERHANG 40X48"4 WAY,*,LABEL: ITEM SIZE QTY FOOTAGE UPC 78787900401,*,REWIND: 24-3/8" WIDTH 6669 LINEAR FT/RL 3" CORE,*,END USE: BAKING PAN LINER,*,,,,,,
G17754 I.HAL,1481,*,ITEM:       HILL COUNTRY PRINTED PB,*,GRADE:      40 LB PEACH BUTCHER  SLIT DOWN 72"TO 54",*,SIZE:       18" WIDTH ROLLS,*,PACK:       1 ROLL PER POLY BAG,*,LABEL:      18"PEACH HILL CO" I.HALPER NAME & ADDRESS,*,PRINT:      FLEXO BLACK CYL NO.     SIZE:,*,REWIND:     N-1 670 FT/RL SAME AS STOCK 3" CORE,*,END USE:    FOOD WRAP,*,,,,
G28351UNITEDPKG,1949,*,ITEM:    DIETZ & WATSON PRINT,*,GRADE:   30 LB THILMANY MG BLEACHED 48",*,COATING: DRY WAX WAXER # 6,*,SIZE:    15X20" SHEETS & 2X15" SIDE TRIM SAVE 4 ORDER,*,PACK:  1000 SHEETS SHRINK WRAPPED IN CARTONS ON PALL,*,PRINT: FLEXO SLEVES PMS185 RED282 BLUE872 GOLD,PRINT 48" WIDTH,*,END USE:  FOOD WRAP,*,,,,,
G23350PEACHBUTC,1802,*,ITEM:  72" WIDTH 40 LB PEACH BUTCHER MILL ROLL AS IS,*,,,,,,,,,,,,,,,,,,
G28352UNITEDPKG,1950,*,ITEM:     DIETZ & WATSON PRINTED DRY WAX,*,GRADE:    30 LB BLEACHED MG THILMANY 48",*,COATING:  DRY WAX ON WAXER # 6,*,SIZE:     2 X 15" SHEETS,*,PACK:     300 SHEETS PER POLY BAG 60 PGS PER CTN BULK,*,LABEL:    ITEM SIZE QUANTITY,*,PRINT:    FLEXO SLEEVES PMS 185 RED 282 BLUE 872 GOLD,PRINT 48" WIDTH,*,END USE:  SANDWICH BANDS,*,NOTE:     ALSO USE ALL SAVED TRIM FROM PREVIOUS RUNS,*,
G26930 SUMMIT,1917,*,GRADE:    25 LB ECO BAKE LINER,*,COATING:  AS IS,*,SIZE:     8 X 8" SHEETS,*,PACK:     REPACK IN REG ECO BAKE OUTER,*,LABEL:    ITM SIZE QTY,*,END USE:  TABLE TOP QUICK OVEN,*,,,,,,,,
G14000 DUNN,1422,GRADE: CUSTOMERS STOCK 33 LB BLEACHED MG WAXED,*,COATING:  AS IS,*,SIZE: SLIT CUSTOMER ROLL TO THE FOLLOWING:,18 ROLLS 6-1/2" WIDTH 15-1/2"OD 3" CORE,AND SHIP TO CITTERIO USA (SEE SALES FOR ADDRESS),11 RLS 9" AND 1 ROLL 8-1/2"WIDTH 9-10" OD 3"CORE,SHIP THESE RLS TO CROSSROAD POWER (SEE SALES 4 ADDRESS),*,REWIND: ALL ROLLS TO BE WOUND MG/WAXED SIDE INSIDE,*,SHIP TO DESIGNATED LOCATIONS AND RETURN BALANCE OF ROLL,TO DUNN PAPER PORT HURON MICHIGAN 42060,,,,,,,
G12651 CARA,1383,*,GRADE: 40 LB PEACH BUTCHER,*,COATING:  AS IS,*,SIZE:     10-1/2 X 10-1/2" SHEETS,*,PACK:     40 LBS BULK BDLS.,*,LABEL:    ITEM SIZE QTY,*,END USE:  SANDWICH WRAPPER,*,,,,,,,,
G16108 GSA,1464,*,ITEM:    NS 8135002819086  SPEC.AA-319 TYPE I,*,GRADE:   25 LB MG BLEACHED KRAFT,*,COATING: WET WAX GLOSSTITE TO 40 LB FINISH MUST SEAL,*,SIZE:    18" WIDTH ROLLS,*,PACK:    1 ROLL PER CARTON STACK ON PALLETS 40X48 4WA,*,LABEL:   USE CUSTOMER LABELS,*,REWIND:  1228 FT PER ROLL ON 3" ID CORES,*,END USE: HEAT SEALABLE FOR BREAD WRAP MACHINE,*,,,,
G17456 GRIFF,1474,*,GRADE:     17 LB BLEACHED KRAFT WET STRENGTH,*,COATING:   DRY WAX TO 19 LB. LIGHTNING WRAP STYLE,*,SIZE:      48" WIDTH MASTER ROLL,*,PACK:      STRETCH WRAP ON PALLET,*,LABEL:     ITEM SIZE QUANTITY,*,REWIND:    48" WIDTH ROLL ON  6" ID CORE 40"MAX OD,*,END USE:   FURTHER CONVERTING AT GRIFF,*,,,,,,
G19445 JP,1596,*,ITEM:       REDNER'S PRINTED DRY WAX SHEETS,*,GRADE:      30 LB WET STRENGTH TWIN RIVERS,*,COATING:    DRY WAX TO 38LB,*,SIZE:       15X15" SHEETS,*,PACK:       2000 SHEETS PER CASE (40 LBS),*,LABEL:      ITEM SIZE QTY,*,PRINT:      PRINT FLEXO PMS185 U CYL#44 15.75",*,END USE:    SUBWRAP,*,,,,
G10806 ARROW,1263,*,GRADE:    25 LB GREASEPROOF,*,COATING: AS IS,*,SIZE:    12 X 18" SHEETS,*,PACK:    50 LBS BULK CARTONS,*,LABEL:   ITEM SIZE QTY,*,END USE:  BACON LAYOUT SAMPLE OF STOCK GP APPOVED,*,,,,,,,,
G17754 I HAL,1480,*,GRADE:    40 LB PINK STEAK (MUST BE PINK),*,COATING:  AS IS,*,SIZE:     8 X 11-1/2" SHEETS,*,PACK:     40 LBS BULK CARTONS,*,LABEL:    ITEM SIZE QTY,*,END USE:  LAY OUT SHEETS,*,,,,,,,,
G17755 I.HAL,1482,*,GRADE:  PINK STEAK  40 LB.  MUST BE PINK,*,COATING:  AS IS,*,SIZE:   8 X 11-1/2" SHEETS,*,PACK:   40 LBS BULK PER CARTON,*,LABEL:  ITEM SIZE QTY,*,END USE:  FOOD LAY OUT,*,,,,,,,,
G10808 ARROW,1264,*,ITEM:          GEORGIO'S PRINTED SUBWRAP,*,GRADE:     35 LB. CASE TABLET ECON SUB GRADE,*,COATING:   DRY WAX 7 LBS,*,SIZE:      15 X 20" SHEETS,*,PACK:      50 LBS BULK CARTONS ON PALLETS,*,LABEL:     ITEM SIZE QTY.,*,PRINT:     FLEXO PMS 1797 RED MATCH SAMPLE,USE CYLINDER #22 SIZE: 17-1/4",*,END USE:   SUBWRAP,*,,,
G19466 JPC,1614,*,GRADE:    25 LB QUILON,*,COATING:  AS IS,*,SIZE:     8 X 12" SHEETS,*,PACK:     1000 SHEETS PER PKG 8 PGS PER CASE (MUST),*,LABEL:    ITEM SIZE QTY,*,END USE:  OVEN SHEETS,*,,,,,,,,
G12877 CV,1386,*,GRADE:     35 LB BLEACHED KRAFT,*,COATING:   WET WAX TO 50 LB FINISH DELWRAP STYLE,*,SIZE:      12 X 24" SHEETS,*,PACK:      BULK IN CARTON,*,LABEL:     ITEM SIZE QTY,*,END USE:   BOX LINER FOOD,*,,,,,,,,
G12878 CV,1387,*,GRADE:    35 LB BLEACHED KRAFT,*,COATING:  WET WAX TO 50 LB FINISH DELWRAP STYLE,*,SIZE:     15-1/2 X 24" SHEETS,*,PACK:     BULK IN CARTON,*,LABEL:    ITEM SIZE QTY,*,END USE:  BOX LINER FOOD,*,,,,,,,,
G17700 HH,1475,*,GRADE:        40 LB. PEACH BUTCHER,*,COATING:      AS IS,*,SIZE:         40 X 40" SHEETS,*,PACK: BULK ON PALLETS CORNER PROTECTORS SQUARE PALLET,NO OVERHANG SECURE WELL 2X CARDBOARD ON BOTTOM,*,LABEL:        ITEM# 4117091 SIZE QUANTITY,*,END USE:      TABLE COVERS,*,NOTE:NO CREASES ON PAPER FROM PALLET BOARDS OR STRAPS,*,,,,,
G19446 JP,1597,*,ITEM:      REDNER'S PRINTED DRY WAXED SHEETS,*,GRADE:     38 LB TWIN RIVERS THIN CALIPER WET STRENGT,*,COATING:   DRY WAX TO 42LB FINISH,*,SIZE:      18X18" SHEETS,*,PACK:      1000 SHEETS PER CARTON STACK ON PALLETS,*,LABEL:     ITEM SIZE QTY,*,PRINTING:  FLEXO PMS 185 RED 15-3/4" CYLINDER NO.37,THIS WAS "WILD GREENS"BURKE,END USE:   HIGH END SUBWRAP,*,,,,
G15500 FM,1447,*,ITEM:     FORMAGGIO KITCHEN PRINTED ROLLS,*,GRADE:    35/40 LB. POLY 54"WEB,*,COATING:  AS IS,*,SIZE:     18" WIDTH ROLLS,*,PACK:     1 ROLL PER POLY BAG STACK ON PALLETS,*,LABEL:    ITEM SIZE QUANTITY,*,PRINT:    FLEXO COLOR BLACK CYLINDER NO.24 17.25",*,REWIND:   NO. 12 DIRECTION 700 FT/RL 3" CORE,*,END USE:  CHEESE WRAPPER,*,,
G15501 FM,1448,*,ITEM:     FORMAGGIO KITCHEN PRINTED ROLLS,*,GRADE:    35/40 LB. POLY  PRINT 45",*,COATING:  AS IS,*,SIZE:     15" WIDTH ROLLS,*,PACK:     1 ROLL PER POLY BAG/SHRINK PACK ON PALLETS,*,LABEL:    ITEM SIZE QUANTITY,*,PRINT:    FLEXO COLOR BLACK USE CYLINDER NO 21 17.25",*,REWIND:   #12 DIRECTION 700 FEET PER ROLL 3" CORE,*,END USE:  CHEESE WRAPPER,*,,
G17757 I.HAL,1483,*,ITEM:      LUCY'S PRINTED ROLL,*,GRADE:     40 LB GP WHITE BUTCHER,*,COATING:   AS IS,*,SIZE:      15" WIDTH ROLLS,*,PACK:      1 ROLL SHRINK WRAPPED  STACK ON PALLETS,*,LABEL:     ITEM SIZE QTY,*,PRINT:     FLEXO BROWN 137U 18"CYLINDER # 80,*,REWIND:    PER CHART #11  15"WIDTH 700 FT/RL 3" ID CO,*,END USE:   FOOD WRAP,*,,
G17758 I.HAL,1484,*,ITEM:      LUGO'S PRINTED ROLLS,*,GRADE:     40 LB GP WHITE BUTCHER,*,COATING:   AS IS,*,SIZE:      15" WIDTH ROLLS,*,PACK:      1 ROLL SHRINK WRAPPED STACK ON PALLETS,*,LABEL:     ITEM SIZE QUANTITY,*,PRINT:     FLEXO RED PMS 1805U 18"CYLINDER #69,*,REWIND:    PER CHART #11 15" WIDTH 700 FT/RL 3"ID COR,*,END USE:   FOOD WRAP,*,,
F1520FPLT,1069,35/40 LB BL POLY 1 SIDE PACK 30LB/CS MARK 1000 SHEETS,,,,,,,,,,,,,,,,,,,,
F1824FPLT,1126,35/40LB BL POLY 1 SIDE PACK 40 LBS/CS LABEL 1000 SHEETS,,,,,,,,,,,,,,,,,,,,
G14703EAST.NOOD,1435,*,GRADE:     35/40 LB POLY 1 SIDE,*,COATING:   AS IS,*,SIZE:      12 X 20" SHEETS,*,PACK:      50 LB BULK CARTONS,*,LABEL:     ITEM SIZE QUANTITY,*,END USE:   NOODLE WRAP,*,,,,,,,,
G26504SO.JERSEY,1913,*,ITEM:      CUT SILICONE SHEETS,*,GRADE:     USE 25 LB METZA SILICONE,8,COATING:   AS IS,*,SIZE:      9-1/2" X 3-1/2" SHEETS,*,PACK:      1000 SHEETS PER PACKAGE 9 PER CASE,*,LABEL:     ITEM SIZE QTY P/N 924-000110,*,END USE:   FUDGE LINER PAPER,*,,,,,,
G22041 NARDONE,1767,*,ITEM:      QUILON BAKING PAPER SHEETS,*,GRADE:     24 LB QUILON,*,COATING:   AS IS,*,SIZE:      13-5/8 X 26" SHEETS,*,PACK:      2000 SHEETS BULK PER CARTON STACK ON PALL,*,LABEL:     ITEM SIZE QTY,*,END USE:   PAN LINER BAKING SHEET,*,,,,,,
G19447 JP,1598,*,ITEM:     PRINTED IRON TOMATO SHEETS,*,GRADE:    38 LB TWIN RIVERS THIN CALIPER WET STRENGTH,*,COATING:  DRY WAX TO 42 LB FINISH,*,SIZE:     18X18" SHEETS,*,PACK:     1000 SHEETS PER CARTON STACK ON PALLETS,*,LABEL:    ITEM SIZE QTY,*,PRINT:    FLEXO PMS 180 RED BLACK CYL NOS. 38&39 15.7,*,END USE:  FOOD WRAP HIGH END,*,,,,
G19448 JP,1599,*,GRADE:  17 LB BLEACHED WET STRENGTH,*,COATING: DRY WAX AS HEAVILY AS POSSIBLE,*,SIZE:    10 X 10-3/4" FLAT SHEETS,*,PACK:    20 LBS BULK IN KRAFT WRAPPED BUNDLES,*,LABEL:   ITEM SIZE QTY,*,END USE:  PIE CRUST INTERLEAVER SHEETS,*,,,,,,,,
